Retailer,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Method
3,2,6,8,1,59,144,8496,4248,0.5,2
3,2,6,8,2,64,150,9600,6144,0.64,2
3,2,6,8,3,62,135,8370,5022,0.6,2
3,2,6,8,4,66,91,6006,4624,0.77,2
3,2,6,8,5,83,181,15023,6459,0.43,2
3,2,6,8,0,64,202,12928,7756,0.6,2
3,2,6,8,1,67,188,12596,5038,0.4,2
3,2,6,8,2,67,161,10787,5932,0.55,2
3,2,6,8,3,61,143,8723,4535,0.52,2
3,2,6,8,4,67,131,8777,6143,0.7,2
3,2,6,8,5,78,137,10686,4274,0.4,2
3,2,6,8,0,63,196,12348,7285,0.59,2
3,2,6,8,1,73,189,13797,5794,0.42,2
3,2,6,8,2,67,143,9581,5461,0.57,2
3,2,6,8,3,63,135,8505,4592,0.54,2
3,2,6,8,4,74,140,10360,7562,0.73,2
3,2,6,8,5,74,100,7400,2590,0.35,2
3,2,6,8,0,59,162,9558,5065,0.53,2
3,2,6,8,1,69,168,11592,4173,0.36,2
3,2,6,8,2,60,113,6780,3390,0.5,2
3,2,6,8,3,59,100,5900,2832,0.48,2
3,2,6,8,4,74,120,8880,6127,0.69,2
3,2,6,8,5,65,106,6890,2135,0.31,2
3,2,6,8,0,51,137,6987,3493,0.5,2
3,2,6,8,1,54,152,8208,2872,0.35,2
3,2,6,8,2,51,102,5202,2601,0.5,2
3,2,6,8,3,53,85,4505,2072,0.46,2
3,2,6,8,4,64,75,4800,3168,0.66,2
3,2,6,8,5,65,105,6825,2047,0.3,2
3,2,6,8,0,52,150,7800,4290,0.55,2
3,2,6,8,1,55,150,8250,3052,0.37,2
3,2,6,8,2,51,128,6528,3459,0.53,2
3,2,6,8,3,60,116,6960,3340,0.48,2
3,2,6,8,4,68,105,7140,4926,0.69,2
3,2,6,8,5,73,130,9490,2941,0.31,2
3,2,6,8,0,59,203,11977,6228,0.52,2
3,2,6,8,1,64,182,11648,4426,0.38,2
3,2,6,8,2,60,125,7500,4125,0.55,2
3,2,6,8,3,63,125,7875,3543,0.45,2
3,2,6,8,4,68,115,7820,5239,0.67,2
3,2,6,8,5,75,137,10275,3390,0.33,2
3,2,6,8,0,36,117,4212,1726,0.41,2
3,2,6,8,1,48,131,6288,2515,0.4,2
3,2,6,8,2,46,135,6210,2173,0.35,2
3,2,6,8,3,49,78,3822,1567,0.41,2
3,2,7,9,4,51,73,3723,1451,0.39,2
3,2,7,9,5,46,125,5750,1782,0.31,2
3,2,7,9,0,36,138,4968,2136,0.43,2
3,2,7,9,1,47,131,6157,2401,0.39,2
3,2,7,9,2,47,122,5734,2236,0.39,2
3,2,7,9,3,48,87,4176,1753,0.42,2
3,2,7,9,4,52,65,3380,1352,0.4,2
3,2,7,9,5,46,123,5658,1753,0.31,2
3,2,7,9,0,46,167,7682,3456,0.45,2
3,2,7,9,1,58,115,6670,2401,0.36,2
3,2,7,9,2,60,115,6900,2760,0.4,2
3,2,7,9,3,64,85,5440,2284,0.42,2
3,2,7,9,4,69,46,3174,1206,0.38,2
3,2,7,9,5,62,105,6510,2213,0.34,2
3,2,7,9,0,68,160,10880,4787,0.44,2
3,2,7,9,1,71,88,6248,2436,0.39,2
3,2,7,9,2,74,120,8880,3463,0.39,2
3,2,7,9,3,55,90,4950,2079,0.42,2
3,2,7,9,4,59,56,3304,1321,0.4,2
3,2,7,9,5,78,88,6864,2196,0.32,2
3,2,7,9,0,55,165,9075,3720,0.41,2
3,2,7,9,1,60,108,6480,2462,0.38,2
3,2,7,9,2,61,120,7320,2781,0.38,2
3,2,7,9,3,59,90,5310,2336,0.44,2
3,2,7,9,4,60,52,3120,1185,0.38,2
3,2,7,9,5,75,125,9375,3093,0.33,2
3,2,7,9,0,71,195,13845,5814,0.42,2
3,2,7,9,1,74,188,13912,5147,0.37,2
3,2,7,9,2,72,163,11736,4459,0.38,2
3,2,7,9,3,75,125,9375,3750,0.4,2
3,2,7,9,4,82,105,8610,3357,0.39,2
3,2,7,9,5,98,182,17836,6064,0.34,2
3,2,7,9,0,73,239,17447,6978,0.4,2
3,2,7,9,1,82,182,14924,5372,0.36,2
3,2,7,9,2,78,175,13650,4777,0.35,2
3,2,7,9,3,78,137,10686,4381,0.41,2
3,2,7,9,4,77,144,11088,3880,0.35,2
3,2,7,9,5,95,155,14725,5153,0.35,2
3,2,7,9,0,80,217,17360,7811,0.45,2
3,2,7,9,1,77,210,16170,6306,0.39,2
3,2,7,9,2,73,163,11899,4164,0.35,2
3,2,7,9,3,74,155,11470,5046,0.44,2
3,2,7,9,4,71,155,11005,4291,0.39,2
3,2,7,9,5,76,108,8208,2708,0.33,2
3,2,7,9,0,64,156,9984,4093,0.41,2
3,2,7,9,1,71,174,12354,4323,0.35,2
3,2,7,9,2,63,135,8505,3146,0.37,2
3,2,7,9,3,67,112,7504,3001,0.4,2
3,2,7,9,4,72,111,7992,3196,0.4,2
3,2,7,9,5,62,113,7006,2452,0.35,2
3,2,7,9,0,58,149,8642,3456,0.4,2
3,2,7,9,1,64,138,8832,3267,0.37,2
3,2,7,9,2,56,113,6328,2278,0.36,2
3,2,7,9,3,58,98,5684,2500,0.44,2
3,2,7,9,4,69,94,6486,2270,0.35,2
3,2,7,9,5,71,101,7171,2509,0.35,2
3,2,7,9,0,54,162,8748,3849,0.44,2
3,2,7,9,1,60,188,11280,4173,0.37,2
3,2,7,9,2,54,124,6696,2477,0.37,2
3,2,7,9,3,69,117,8073,3471,0.43,2
3,2,7,9,4,85,115,9775,3910,0.4,2
3,2,7,9,5,88,138,12144,3764,0.31,2
3,2,7,9,0,78,188,14664,5865,0.4,2
3,2,7,9,1,77,195,15015,5705,0.38,2
3,2,7,9,2,73,138,10074,3928,0.39,2
3,2,7,9,3,76,138,10488,4509,0.43,2
3,2,7,9,4,82,133,10906,4144,0.38,2
3,2,7,9,5,86,150,12900,4386,0.34,2
0,2,7,9,0,44,273,12012,6606,0.55,2
0,2,7,9,1,41,221,9061,4439,0.49,2
0,2,7,9,2,34,230,7820,3049,0.39,2
0,2,7,9,3,38,175,6650,2660,0.4,2
0,4,8,10,4,50,195,9750,4875,0.5,2
0,4,8,10,5,41,247,10127,6278,0.62,2
0,4,8,10,0,43,319,13717,7818,0.57,2
0,4,8,10,1,43,195,8385,4108,0.49,2
0,4,8,10,2,32,240,7680,2918,0.38,2
3,4,8,10,3,38,169,6422,2825,0.44,2
0,4,8,10,4,53,218,11554,5545,0.48,2
0,4,8,10,5,41,221,9061,5889,0.65,2
0,4,8,10,0,41,268,10988,6592,0.6,2
0,4,8,10,1,42,225,9450,4536,0.48,2
0,4,8,10,2,32,217,6944,2430,0.35,2
0,4,8,10,3,36,175,6300,2520,0.4,2
0,4,8,10,4,53,182,9646,4437,0.46,2
0,4,8,10,5,42,225,9450,6048,0.64,2
0,4,8,10,0,42,256,10752,6236,0.58,2
0,4,8,10,1,41,210,8610,4305,0.5,2
3,4,8,10,2,32,203,6496,2598,0.4,2
3,4,8,10,3,38,189,7182,3231,0.45,2
3,4,8,10,4,52,196,10192,4586,0.45,2
3,4,8,10,5,44,208,9152,5491,0.6,2
3,4,8,10,0,52,300,15600,8736,0.56,2
3,4,8,10,1,54,194,10476,5238,0.5,2
3,4,8,10,2,47,188,8836,3269,0.37,2
3,4,8,10,3,49,175,8575,3687,0.43,2
3,4,8,10,4,58,196,11368,5342,0.47,2
3,4,8,10,5,64,248,15872,10158,0.64,2
3,4,8,10,0,55,290,15950,9410,0.59,2
3,4,8,10,1,54,206,11124,5450,0.49,2
3,4,8,10,2,49,208,10192,3567,0.35,2
3,4,8,10,3,47,217,10199,4079,0.4,2
3,4,8,10,4,62,233,14446,7078,0.49,2
3,4,8,10,5,63,259,16317,10606,0.65,2
3,4,8,10,0,60,299,17940,10764,0.6,2
3,4,8,10,1,57,225,12825,5899,0.46,2
3,4,8,10,2,50,215,10750,3977,0.37,2
3,4,8,10,3,53,233,12349,5310,0.43,2
3,4,8,10,4,61,208,12688,6217,0.49,2
3,4,8,10,5,67,244,16348,10626,0.65,2
3,4,8,10,0,60,304,18240,10396,0.57,2
3,4,8,10,1,55,252,13860,6236,0.45,2
3,4,8,10,2,53,231,12243,4529,0.37,2
0,4,8,10,3,44,233,10252,4100,0.4,2
0,4,8,10,4,52,225,11700,5264,0.45,2
0,4,8,10,5,56,278,15568,9496,0.61,2
0,4,8,10,0,53,284,15052,8278,0.55,2
0,4,8,10,1,46,255,11730,5278,0.45,2
2,4,8,10,2,41,225,9225,3413,0.37,2
2,4,8,10,3,42,210,8820,3792,0.43,2
2,4,8,10,4,50,210,10500,5250,0.5,2
2,4,8,10,5,55,223,12265,7726,0.63,2
2,4,8,10,0,56,270,15120,9072,0.6,2
2,4,8,10,1,47,215,10105,4547,0.45,2
2,4,8,10,2,47,203,9541,3720,0.39,2
2,4,8,10,3,45,182,8190,3603,0.44,2
2,4,8,10,4,57,189,10773,5386,0.5,2
2,4,8,10,5,59,223,13157,8552,0.65,2
2,4,8,10,0,56,244,13664,7925,0.58,2
2,4,8,10,1,49,224,10976,5268,0.48,2
2,4,8,10,2,46,224,10304,3812,0.37,2
2,4,8,10,3,49,202,9898,4355,0.44,2
2,4,8,10,4,64,195,12480,6240,0.5,2
2,4,8,10,5,64,213,13632,8179,0.6,2
2,4,8,10,0,63,323,20349,11395,0.56,2
2,4,8,10,1,51,254,12954,6088,0.47,2
2,4,8,10,2,52,248,12896,4771,0.37,2
2,4,8,10,3,54,209,11286,4852,0.43,2
0,4,8,10,4,60,202,12120,5938,0.49,2
0,4,8,10,5,64,219,14016,8830,0.63,2
0,4,8,10,0,33,131,4323,1945,0.45,2
0,4,8,10,1,33,65,2145,858,0.4,2
0,4,8,10,2,24,63,1512,665,0.44,2
0,4,8,10,3,29,26,754,339,0.45,2
0,3,9,11,4,43,39,1677,754,0.45,2
0,3,9,11,5,32,65,2080,1164,0.56,2
0,3,9,11,0,32,135,4320,1944,0.45,2
0,3,9,11,1,34,38,1292,581,0.45,2
0,3,9,11,2,25,56,1400,588,0.42,2
0,3,9,11,3,27,20,540,253,0.47,2
0,3,9,11,4,41,44,1804,739,0.41,2
0,3,9,11,5,34,65,2210,1215,0.55,2
0,3,9,11,0,39,116,4524,2262,0.5,2
0,3,9,11,1,38,35,1330,532,0.4,2
0,3,9,11,2,29,53,1537,691,0.45,2
0,3,9,11,3,32,7,224,112,0.5,2
0,3,9,11,4,47,19,893,375,0.42,2
0,3,9,11,5,38,47,1786,982,0.55,2
0,3,9,11,0,36,120,4320,2030,0.47,2
0,3,9,11,1,38,28,1064,446,0.42,2
0,3,9,11,2,29,26,754,331,0.44,2
0,3,9,11,3,32,7,224,112,0.5,2
0,3,9,11,4,47,14,658,263,0.4,2
0,3,9,11,5,36,53,1908,1144,0.6,2
0,3,9,11,0,48,116,5568,2616,0.47,2
0,3,9,11,1,44,44,1936,793,0.41,2
0,3,9,11,2,37,38,1406,618,0.44,2
0,3,9,11,3,36,13,468,229,0.49,2
0,3,9,11,4,50,20,1000,410,0.41,2
0,3,9,11,5,58,51,2958,1745,0.59,2
0,3,9,11,0,44,106,4664,2285,0.49,2
0,3,9,11,1,38,49,1862,763,0.41,2
0,3,9,11,2,33,47,1551,697,0.45,2
0,3,9,11,3,32,45,1440,676,0.47,2
0,3,9,11,4,49,45,2205,926,0.42,2
0,3,9,11,5,53,81,4293,2404,0.56,2
0,3,9,11,0,49,160,7840,3684,0.47,2
0,3,9,11,1,42,75,3150,1417,0.45,2
0,3,9,11,2,36,63,2268,952,0.42,2
0,3,9,11,3,38,51,1938,930,0.48,2
0,3,9,11,4,49,58,2842,1165,0.41,2
0,3,9,11,5,54,98,5292,2910,0.55,2
0,3,9,11,0,47,137,6439,3026,0.47,2
0,3,9,11,1,43,87,3741,1533,0.41,2
0,3,9,11,2,37,68,2516,1006,0.4,2
0,3,9,11,3,33,47,1551,759,0.49,2
0,3,9,11,4,42,42,1764,723,0.41,2
0,3,9,11,5,46,88,4048,2307,0.57,2
0,3,9,11,0,43,113,4859,2332,0.48,2
0,3,9,11,1,37,73,2701,1215,0.45,2
0,3,9,11,2,24,41,984,393,0.4,2
0,3,9,11,3,24,31,744,342,0.46,2
0,3,9,11,4,32,34,1088,478,0.44,2
0,3,9,11,5,39,52,2028,1155,0.57,2
0,3,9,11,0,41,98,4018,1888,0.47,2
0,3,9,11,1,34,58,1972,847,0.43,2
0,3,9,11,2,32,25,800,336,0.42,2
0,3,9,11,3,32,21,672,309,0.46,2
0,3,9,11,4,41,19,779,327,0.42,2
0,3,9,11,5,49,60,2940,1764,0.6,2
0,3,9,11,0,46,91,4186,1967,0.47,2
0,3,9,11,1,38,52,1976,790,0.4,2
0,3,9,11,2,36,38,1368,547,0.4,2
0,3,9,11,3,38,45,1710,837,0.49,2
0,3,9,11,4,52,34,1768,742,0.42,2
0,3,9,11,5,59,61,3599,2159,0.6,2
0,3,9,11,0,50,124,6200,3100,0.5,2
0,3,9,11,1,42,77,3234,1455,0.45,2
0,3,9,11,2,44,56,2464,1010,0.41,2
0,3,9,11,3,44,49,2156,1056,0.49,2
0,3,9,11,4,54,44,2376,974,0.41,2
0,3,9,11,5,54,77,4158,2370,0.57,2
4,3,9,11,0,32,119,3808,2208,0.58,2
4,3,9,11,1,43,128,5504,2311,0.42,2
4,3,9,11,2,41,119,4879,2878,0.59,2
4,3,9,11,3,44,98,4312,2242,0.52,2
4,3,10,12,4,47,77,3619,2714,0.75,2
4,3,10,12,5,43,138,5934,2314,0.39,2
4,3,10,12,0,34,158,5372,3062,0.57,2
4,3,10,12,1,42,123,5166,2324,0.45,2
4,3,10,12,2,43,122,5246,2990,0.57,2
4,3,10,12,3,44,81,3564,1960,0.55,2
4,3,10,12,4,48,59,2832,2039,0.72,2
4,3,10,12,5,43,119,5117,1893,0.37,2
4,3,10,12,0,32,173,5536,3044,0.55,2
4,3,10,12,1,41,115,4715,1933,0.41,2
4,3,10,12,2,42,128,5376,3064,0.57,2
4,3,10,12,3,44,91,4004,2122,0.53,2
4,3,10,12,4,48,60,2880,2044,0.71,2
4,3,10,12,5,42,112,4704,1834,0.39,2
4,3,10,12,0,44,161,7084,4179,0.59,2
4,3,10,12,1,43,101,4343,1954,0.45,2
4,3,10,12,2,44,120,5280,3168,0.6,2
4,3,10,12,3,36,78,2808,1404,0.5,2
4,3,10,12,4,44,56,2464,1823,0.74,2
4,3,10,12,5,55,101,5555,2166,0.39,2
4,3,10,12,0,39,150,5850,3334,0.57,2
4,3,10,12,1,41,106,4346,1912,0.44,2
4,3,10,12,2,44,111,4884,2686,0.55,2
4,3,10,12,3,38,88,3344,1772,0.53,2
4,3,10,12,4,41,61,2501,1850,0.74,2
4,3,10,12,5,59,108,6372,2421,0.38,2
4,3,10,12,0,36,169,6084,3589,0.59,2
4,3,10,12,1,42,147,6174,2531,0.41,2
4,3,10,12,2,44,165,7260,3993,0.55,2
4,3,10,12,3,38,106,4028,2134,0.53,2
4,3,10,12,4,41,75,3075,2275,0.74,2
4,3,10,12,5,55,150,8250,2970,0.36,2
4,3,10,12,0,37,203,7511,4431,0.59,2
4,3,10,12,1,41,156,6396,2750,0.43,2
4,3,10,12,2,44,143,6292,3712,0.59,2
4,3,10,12,3,36,113,4068,2156,0.53,2
4,3,10,12,4,42,124,5208,3645,0.7,2
4,3,10,12,5,58,143,8294,2902,0.35,2
4,3,10,12,0,42,203,8526,4945,0.58,2
4,3,10,12,1,54,188,10152,4365,0.43,2
4,3,10,12,2,49,130,6370,3758,0.59,2
4,3,10,12,3,41,106,4346,2346,0.54,2
4,3,10,12,4,52,106,5512,3858,0.7,2
4,3,10,12,5,56,112,6272,2383,0.38,2
4,3,10,12,0,41,180,7380,4280,0.58,2
4,3,10,12,1,48,156,7488,3294,0.44,2
4,3,10,12,2,42,117,4914,2751,0.56,2
4,3,10,12,3,41,116,4756,2615,0.55,2
4,3,10,12,4,50,100,5000,3650,0.73,2
4,3,10,12,5,59,122,7198,2879,0.4,2
4,3,10,12,0,44,160,7040,3942,0.56,2
4,3,10,12,1,49,160,7840,3371,0.43,2
4,3,10,12,2,41,116,4756,2710,0.57,2
4,3,10,12,3,44,105,4620,2402,0.52,2
4,3,10,12,4,54,98,5292,3969,0.75,2
4,3,10,12,5,58,108,6264,2442,0.39,2
4,3,10,12,0,38,167,6346,3744,0.59,2
4,3,10,12,1,42,173,7266,2979,0.41,2
4,3,10,12,2,37,123,4551,2594,0.57,2
4,3,10,12,3,39,119,4641,2552,0.55,2
4,3,10,12,4,51,113,5763,4264,0.74,2
4,3,10,12,5,56,133,7448,2830,0.38,2
4,3,10,12,0,41,196,8036,4500,0.56,2
4,3,10,12,1,45,182,8190,3521,0.43,2
4,3,10,12,2,42,133,5586,3351,0.6,2
4,3,10,12,3,43,143,6149,3135,0.51,2
4,3,10,12,4,53,120,6360,4642,0.73,2
4,3,10,12,5,55,130,7150,2860,0.4,2
2,3,10,12,0,18,210,3780,1890,0.5,2
2,3,10,12,1,29,182,5278,2427,0.46,2
2,3,10,12,2,27,130,3510,1579,0.45,2
2,3,10,12,3,32,135,4320,2462,0.57,2
2,1,11,13,4,39,95,3705,1482,0.4,2
2,1,11,13,5,33,125,4125,2681,0.65,2
2,1,11,13,0,24,169,4056,2028,0.5,2
2,1,11,13,1,33,181,5973,2867,0.48,2
2,1,11,13,2,32,122,3904,1873,0.48,2
2,1,11,13,3,33,108,3564,2138,0.6,2
2,1,11,13,4,37,83,3071,1259,0.41,2
2,1,11,13,5,32,133,4256,2723,0.64,2
2,1,11,13,0,27,189,5103,2602,0.51,2
2,1,11,13,1,37,163,6031,3136,0.52,2
2,1,11,13,2,28,124,3472,1909,0.55,2
2,1,11,13,3,33,101,3333,2133,0.64,2
2,1,11,13,4,39,69,2691,1264,0.47,2
2,1,11,13,5,33,111,3663,2417,0.66,2
2,1,11,13,0,19,169,3211,1605,0.5,2
2,1,11,13,1,24,176,4224,2154,0.51,2
2,1,11,13,2,19,135,2565,1410,0.55,2
2,1,11,13,3,23,112,2576,1674,0.65,2
2,1,11,13,4,28,84,2352,1058,0.45,2
2,1,11,13,5,24,161,3864,2627,0.68,2
2,1,11,13,0,14,189,2646,1323,0.5,2
2,1,11,13,1,23,218,5014,2507,0.5,2
2,1,11,13,2,19,180,3420,1846,0.54,2
2,1,11,13,3,27,142,3834,2300,0.6,2
2,1,11,13,4,41,106,4346,2129,0.49,2
2,1,11,13,5,38,202,7676,5142,0.67,2
2,1,11,13,0,36,217,7812,3984,0.51,2
2,1,11,13,1,42,202,8484,4326,0.51,2
2,1,11,13,2,36,169,6084,3102,0.51,2
2,1,11,13,3,36,174,6264,3821,0.61,2
2,1,11,13,4,43,145,6235,2992,0.48,2
2,1,11,13,5,49,236,11564,7516,0.65,2
2,1,11,13,0,36,215,7740,4411,0.57,2
2,1,11,13,1,43,206,8858,5137,0.58,2
2,1,11,13,2,36,263,9468,5680,0.6,2
2,1,11,13,3,37,161,5957,3872,0.65,2
2,1,11,13,4,43,165,7095,3760,0.53,2
2,1,11,13,5,52,223,11596,8117,0.7,2
2,1,11,13,0,41,233,9553,5445,0.57,2
2,1,11,13,1,54,233,12582,7171,0.57,2
2,1,11,13,2,46,285,13110,7866,0.6,2
2,1,11,13,3,42,133,5586,3854,0.69,2
2,1,11,13,4,49,133,6517,3454,0.53,2
2,1,11,13,5,53,181,9593,6811,0.71,2
2,1,11,13,0,49,182,8918,5350,0.6,2
2,1,11,13,1,47,169,7943,4765,0.6,2
2,1,11,13,2,54,182,9828,5798,0.59,2
2,1,11,13,3,53,100,5300,3710,0.7,2
2,1,11,13,4,47,120,5640,2876,0.51,2
2,1,11,13,5,42,163,6846,5066,0.74,2
2,1,11,13,0,33,173,5709,3254,0.57,2
2,1,11,13,1,32,150,4800,2880,0.6,2
2,1,11,13,2,36,147,5292,3069,0.58,2
2,1,11,13,3,38,98,3724,2606,0.7,2
2,1,11,13,4,32,88,2816,1436,0.51,2
2,1,11,13,5,43,131,5633,3999,0.71,2
2,1,11,13,0,29,196,5684,3183,0.56,2
2,1,11,13,1,29,189,5481,3069,0.56,2
2,1,11,13,2,50,174,8700,4871,0.56,2
2,1,11,13,3,52,133,6916,4772,0.69,2
2,1,11,13,4,51,113,5763,3054,0.53,2
2,1,11,13,5,59,169,9971,7079,0.71,2
2,1,11,13,0,53,200,10600,6148,0.58,2
2,1,11,13,1,51,240,12240,6731,0.55,2
2,1,11,13,2,54,210,11340,6236,0.55,2
2,1,11,13,3,54,149,8046,5551,0.69,2
2,1,11,13,4,50,140,7000,3500,0.5,2
2,1,11,13,5,61,225,13725,10156,0.74,2
0,1,11,13,0,32,119,3808,1904,0.5,2
0,1,11,13,1,32,56,1792,878,0.49,2
0,1,11,13,2,24,65,1560,748,0.48,2
0,1,11,13,3,27,19,513,271,0.53,2
0,3,12,14,4,43,35,1505,677,0.45,2
0,3,12,14,5,32,68,2176,1327,0.61,2
0,3,12,14,0,32,119,3808,2056,0.54,2
0,3,12,14,1,33,38,1254,627,0.5,2
0,3,12,14,2,23,47,1081,540,0.5,2
0,3,12,14,3,29,14,406,203,0.5,2
0,3,12,14,4,41,31,1271,622,0.49,2
0,3,12,14,5,32,60,1920,1190,0.62,2
0,3,12,14,0,38,122,4636,2503,0.54,2
0,3,12,14,1,39,26,1014,466,0.46,2
0,3,12,14,2,29,39,1131,565,0.5,2
0,3,12,14,3,33,0,0,0,0.55,2
0,3,12,14,4,45,13,585,274,0.47,2
0,3,12,14,5,37,38,1406,857,0.61,2
0,3,12,14,0,38,105,3990,2114,0.53,2
0,3,12,14,1,32,23,736,331,0.45,2
0,3,12,14,2,23,21,483,217,0.45,2
0,3,12,14,3,27,0,0,0,0.53,2
0,3,12,14,4,42,6,252,120,0.48,2
0,3,12,14,5,34,39,1326,822,0.62,2
0,3,12,14,0,44,118,5192,2803,0.54,2
0,3,12,14,1,38,33,1254,627,0.5,2
0,3,12,14,2,32,30,960,460,0.48,2
0,3,12,14,3,34,7,238,126,0.53,2
0,3,12,14,4,46,13,598,275,0.46,2
0,3,12,14,5,51,41,2091,1296,0.62,2
0,3,12,14,0,36,120,4320,2289,0.53,2
0,3,12,14,1,32,45,1440,720,0.5,2
0,3,12,14,2,27,46,1242,558,0.45,2
0,3,12,14,3,27,39,1053,568,0.54,2
0,3,12,14,4,42,42,1764,882,0.5,2
0,3,12,14,5,49,85,4165,2582,0.62,2
0,3,12,14,0,43,165,7095,3618,0.51,2
0,3,12,14,1,37,81,2997,1348,0.45,2
0,3,12,14,2,34,63,2142,963,0.45,2
0,3,12,14,3,33,46,1518,789,0.52,2
0,3,12,14,4,41,44,1804,883,0.49,2
0,3,12,14,5,49,91,4459,2809,0.63,2
0,3,12,14,0,41,145,5945,3150,0.53,2
0,3,12,14,1,42,80,3360,1646,0.49,2
0,3,12,14,2,36,52,1872,898,0.48,2
0,3,12,14,3,29,38,1102,562,0.51,2
0,3,12,14,4,37,27,999,479,0.48,2
0,3,12,14,5,44,69,3036,1821,0.6,2
0,3,12,14,0,38,112,4256,2298,0.54,2
0,3,12,14,1,33,56,1848,850,0.46,2
0,3,12,14,2,18,25,450,216,0.48,2
0,3,12,14,3,19,23,437,227,0.52,2
0,3,12,14,4,29,21,609,292,0.48,2
0,3,12,14,5,34,39,1326,822,0.62,2
0,3,12,14,0,36,94,3384,1827,0.54,2
0,3,12,14,1,29,41,1189,546,0.46,2
0,3,12,14,2,29,14,406,203,0.5,2
0,3,12,14,3,29,7,203,107,0.53,2
0,3,12,14,4,37,7,259,124,0.48,2
0,3,12,14,5,44,38,1672,1053,0.63,2
0,3,12,14,0,37,84,3108,1678,0.54,2
0,3,12,14,1,29,41,1189,546,0.46,2
0,3,12,14,2,29,25,725,340,0.47,2
0,3,12,14,3,27,36,972,534,0.55,2
0,3,12,14,4,48,27,1296,583,0.45,2
0,3,12,14,5,53,58,3074,1905,0.62,2
0,3,12,14,0,49,117,5733,2866,0.5,2
0,3,12,14,1,36,63,2268,1134,0.5,2
0,3,12,14,2,39,60,2340,1146,0.49,2
0,3,12,14,3,38,38,1444,794,0.55,2
0,3,12,14,4,45,39,1755,842,0.48,2
0,3,12,14,5,54,65,3510,2176,0.62,2
2,3,12,14,0,19,203,3857,2044,0.53,2
2,3,12,14,1,29,196,5684,3069,0.54,2
2,3,12,14,2,28,138,3864,2125,0.55,2
2,3,12,14,3,33,138,4554,2914,0.64,2
2,1,13,15,4,37,88,3256,1562,0.48,2
2,1,13,15,5,32,138,4416,3091,0.7,2
2,1,13,15,0,24,156,3744,2021,0.54,2
2,1,13,15,1,33,174,5742,3100,0.54,2
2,1,13,15,2,32,128,4096,2129,0.52,2
2,1,13,15,3,32,98,3136,1944,0.62,2
2,1,13,15,4,38,68,2584,1240,0.48,2
2,1,13,15,5,33,126,4158,2785,0.67,2
2,1,13,15,0,28,163,4564,2510,0.55,2
2,1,13,15,1,36,188,6768,3722,0.55,2
2,1,13,15,2,27,117,3159,1832,0.58,2
2,1,13,15,3,33,105,3465,2356,0.68,2
2,1,13,15,4,37,73,2701,1350,0.5,2
2,1,13,15,5,34,104,3536,2652,0.75,2
2,1,13,15,0,19,195,3705,2148,0.58,2
2,1,13,15,1,19,189,3591,2082,0.58,2
2,1,13,15,2,14,119,1666,982,0.59,2
2,1,13,15,3,18,113,2034,1342,0.66,2
2,1,13,15,4,23,74,1702,902,0.53,2
2,1,13,15,5,20,149,2980,2235,0.75,2
2,1,13,15,0,9,203,1827,1077,0.59,2
2,1,13,15,1,19,189,3591,2118,0.59,2
2,1,13,15,2,15,173,2595,1453,0.56,2
2,1,13,15,3,34,135,4590,3121,0.68,2
2,1,13,15,4,49,120,5880,3175,0.54,2
2,1,13,15,5,43,203,8729,6284,0.72,2
2,1,13,15,0,43,203,8729,4800,0.55,2
2,1,13,15,1,49,203,9947,5570,0.56,2
2,1,13,15,2,44,189,8316,4906,0.59,2
2,1,13,15,3,41,180,7380,5092,0.69,2
2,1,13,15,4,49,145,7105,3907,0.55,2
2,1,13,15,5,50,245,12250,8820,0.72,2
2,1,13,15,0,44,206,9064,5800,0.64,2
2,1,13,15,1,49,215,10535,6742,0.64,2
2,1,13,15,2,41,254,10414,6560,0.63,2
2,1,13,15,3,44,173,7612,5632,0.74,2
2,1,13,15,4,45,131,5895,3419,0.58,2
2,1,13,15,5,56,240,13440,10752,0.8,2
2,1,13,15,0,38,225,8550,5215,0.61,2
2,1,13,15,1,52,210,10920,7097,0.65,2
2,1,13,15,2,51,268,13668,8200,0.6,2
2,1,13,15,3,46,119,5474,3886,0.71,2
2,1,13,15,4,50,123,6150,3628,0.59,2
2,1,13,15,5,59,182,10738,8268,0.77,2
2,1,13,15,0,51,175,8925,5355,0.6,2
2,1,13,15,1,50,144,7200,4535,0.63,2
2,1,13,15,2,59,188,11092,6987,0.63,2
2,1,13,15,3,58,95,5510,3912,0.71,2
2,1,13,15,4,41,88,3608,2056,0.57,2
2,1,13,15,5,37,150,5550,4273,0.77,2
2,1,13,15,0,29,131,3799,2279,0.6,2
2,1,13,15,1,29,158,4582,2886,0.63,2
2,1,13,15,2,32,124,3968,2380,0.6,2
2,1,13,15,3,32,91,2912,2125,0.73,2
2,1,13,15,4,29,78,2262,1357,0.6,2
2,1,13,15,5,36,143,5148,3861,0.75,2
2,1,13,15,0,18,169,3042,1946,0.64,2
2,1,13,15,1,19,169,3211,1958,0.61,2
2,1,13,15,2,43,144,6192,3962,0.64,2
2,1,13,15,3,44,131,5764,4207,0.73,2
2,1,13,15,4,48,111,5328,3143,0.59,2
2,1,13,15,5,56,188,10528,8317,0.79,2
2,1,13,15,0,56,233,13048,8220,0.63,2
2,1,13,15,1,58,225,13050,8351,0.64,2
